id, orig-N, orig-E, orig-time, basic-N, basic-E, basic-time, known-N, known-E, known-time, all_dom-N, all_dom-E, all_dom-time, fast_dom-N, fast_dom-E, fast_dom-time, dom1-N, dom1-E, dom1-time, dom2-N, dom2-E, dom2-time, dom3-N, dom3-E, dom3-time, dom4-N, dom4-E, dom4-time, dom5-N, dom5-E, dom5-time, dom_nca-N, dom_nca-E, dom_nca-time, dom_nca_full-N, dom_nca_full-E, dom_nca_full-time, dom_mixed-N, dom_mixed-E, dom_mixed-time, dom_mixed_full-N, dom_mixed_full-E, dom_mixed_full-time
e_088, 8189, 65903, 0.00, 8023, 65189, 0.01, 6629, 51204, 0.06, 3912, 18527, 0.39, 3912, 18527, 0.65, 3914, 18552, 0.87, 3913, 18544, 1.09, 6625, 51142, 1.16, 6625, 51142, 1.22, 3913, 18544, 1.41, 6629, 51204, 1.47, 6629, 51204, 1.52, 6629, 51201, 1.59, 6629, 51201, 1.65
e_089, 8168, 55556, 0.00, 7388, 52134, 0.01, 4778, 28939, 0.12, 3278, 15082, 0.47, 3278, 15082, 0.78, 3418, 16284, 0.98, 3297, 15320, 1.17, 4634, 27424, 1.32, 4632, 27402, 1.47, 3285, 15207, 1.65, 4778, 28938, 1.76, 4778, 28938, 1.86, 4766, 28790, 1.98, 4766, 28790, 2.10
e_090, 1740, 3544, 0.00, 488, 1402, 0.00, 46, 136, 0.00, 39, 80, 0.00, 39, 80, 0.00, 39, 80, 0.01, 39, 80, 0.01, 46, 136, 0.01, 46, 136, 0.01, 39, 80, 0.01, 46, 136, 0.01, 46, 136, 0.01, 46, 136, 0.01, 46, 136, 0.01
e_091, 1726, 3364, 0.00, 406, 1137, 0.00, 14, 34, 0.00, 13, 26, 0.00, 13, 26, 0.00, 13, 26, 0.00, 13, 26, 0.00, 14, 34, 0.00, 14, 34, 0.00, 13, 26, 0.00, 14, 34, 0.00, 14, 34, 0.00, 14, 34, 0.00, 14, 34, 0.00
e_092, 16333, 119263, 0.00, 13996, 98448, 0.01, 959, 4428, 0.07, 532, 1170, 0.15, 532, 1170, 0.24, 532, 1170, 0.32, 532, 1170, 0.40, 959, 4428, 0.45, 959, 4428, 0.51, 532, 1170, 0.57, 959, 4428, 0.62, 959, 4428, 0.67, 959, 4428, 0.72, 959, 4428, 0.78
e_093, 16333, 109487, 0.00, 14991, 102670, 0.01, 1873, 10861, 0.07, 736, 1672, 0.18, 736, 1672, 0.29, 736, 1672, 0.39, 736, 1672, 0.49, 1873, 10861, 0.55, 1873, 10861, 0.61, 736, 1672, 0.69, 1873, 10861, 0.75, 1873, 10861, 0.81, 1861, 10832, 0.87, 1861, 10832, 0.94
e_094, 8087, 41813, 0.00, 5683, 31857, 0.01, 940, 4211, 0.03, 463, 1094, 0.08, 463, 1094, 0.13, 526, 1281, 0.16, 519, 1242, 0.20, 907, 3989, 0.24, 907, 3989, 0.27, 519, 1242, 0.31, 940, 4211, 0.33, 940, 4211, 0.36, 902, 4046, 0.39, 902, 4046, 0.44
e_095, 8174, 59029, 0.00, 7664, 56758, 0.01, 5223, 34185, 0.09, 3668, 17497, 0.42, 3668, 17497, 0.73, 3760, 18326, 0.93, 3701, 17825, 1.12, 5132, 33005, 1.26, 5132, 33005, 1.41, 3685, 17628, 1.58, 5223, 34185, 1.67, 5223, 34185, 1.76, 5217, 34105, 1.86, 5217, 34105, 1.97
e_096, 16290, 113251, 0.00, 12184, 80761, 0.02, 1476, 7214, 0.07, 587, 1384, 0.18, 587, 1384, 0.28, 758, 1807, 0.37, 758, 1807, 0.46, 1425, 6808, 0.54, 1425, 6808, 0.60, 758, 1807, 0.67, 1476, 7214, 0.72, 1476, 7214, 0.77, 1444, 7104, 0.83, 1444, 7104, 0.89
e_097, 16314, 103725, 0.00, 13933, 92026, 0.01, 2908, 16011, 0.08, 1253, 3184, 0.23, 1253, 3184, 0.38, 1444, 3696, 0.50, 1443, 3686, 0.64, 2869, 15661, 0.73, 2870, 15671, 0.82, 1439, 3671, 0.92, 2908, 16011, 0.98, 2908, 16011, 1.05, 2880, 15830, 1.14, 2880, 15830, 1.23
e_098, 16245, 107319, 0.00, 12731, 80615, 0.01, 684, 2842, 0.06, 364, 810, 0.12, 364, 810, 0.18, 364, 810, 0.23, 364, 810, 0.29, 684, 2842, 0.33, 684, 2842, 0.37, 364, 810, 0.41, 684, 2842, 0.45, 684, 2842, 0.49, 684, 2842, 0.53, 684, 2842, 0.57
e_099, 8061, 38175, 0.00, 6290, 31553, 0.01, 430, 1708, 0.02, 243, 510, 0.05, 243, 510, 0.07, 243, 510, 0.10, 243, 510, 0.12, 430, 1708, 0.14, 430, 1708, 0.16, 243, 510, 0.18, 430, 1708, 0.20, 430, 1708, 0.22, 430, 1708, 0.23, 430, 1708, 0.25
e_100, 32735, 246591, 0.00, 31059, 236551, 0.04, 5665, 35328, 0.21, 1879, 4618, 0.65, 1879, 4618, 1.08, 2273, 5638, 1.50, 2273, 5638, 1.86, 5612, 34854, 2.12, 5612, 34854, 2.39, 2263, 5601, 2.63, 5665, 35328, 2.81, 5665, 35328, 2.99, 5640, 35258, 3.18, 5640, 35258, 3.40
e_101, 32724, 246723, 0.00, 30942, 236317, 0.03, 6021, 38661, 0.19, 2102, 5054, 0.67, 2102, 5054, 1.16, 2102, 5054, 1.54, 2102, 5054, 1.97, 5978, 38320, 2.23, 5978, 38320, 2.45, 2102, 5054, 2.71, 6021, 38661, 2.90, 6021, 38661, 3.07, 6021, 38653, 3.24, 6021, 38653, 3.41
e_102, 16384, 73685, 0.00, 15538, 69031, 0.01, 6900, 25776, 0.15, 5113, 16194, 0.44, 5113, 16194, 0.70, 5113, 16194, 0.94, 5113, 16194, 1.18, 6900, 25776, 1.33, 6900, 25776, 1.49, 5113, 16194, 1.72, 6900, 25776, 1.86, 6919, 25848, 1.97, 6900, 25776, 2.11, 6900, 25776, 2.26
e_103, 16384, 77536, 0.00, 7587, 27486, 0.06, 7524, 27178, 0.10, 7568, 27400, 0.18, 7509, 27216, 0.26, 7537, 27306, 0.30, 7587, 27486, 0.35, 7587, 27486, 0.39, 7560, 27358, 0.43, 7447, 26854, 0.49, 7507, 27184, 0.53, 7544, 27330, 0.58, 7577, 27438, 0.62, 7578, 27432, 0.67
e_104, 16384, 77432, 0.00, 7674, 27538, 0.07, 7669, 27508, 0.11, 7674, 27538, 0.19, 7668, 27516, 0.24, 7658, 27478, 0.29, 7577, 27166, 0.33, 7659, 27500, 0.38, 7643, 27440, 0.43, 7669, 27508, 0.48, 7674, 27538, 0.52, 7674, 27538, 0.57, 7595, 27242, 0.61, 7661, 27492, 0.66
e_105, 2048, 10584, 0.00, 744, 4739, 0.00, 743, 4687, 0.00, 743, 4671, 3.09, 743, 4687, 3.10, 743, 4687, 3.10, 743, 4687, 3.10, 743, 4687, 3.11, 743, 4687, 3.11, 743, 4687, 4.39, 743, 4687, 4.40, 743, 4671, 5.61, 743, 4687, 5.61, 743, 4687, 5.89
e_106, 16349, 119809, 0.00, 15102, 113570, 0.02, 10785, 68565, 0.22, 8017, 40370, 1.07, 8018, 40384, 1.89, 8330, 43101, 2.35, 8082, 40950, 2.81, 10443, 64657, 3.18, 10444, 64687, 3.54, 8064, 40762, 3.99, 10783, 68550, 4.23, 10783, 68541, 4.47, 10754, 68209, 4.75, 10752, 68206, 5.04
e_107, 16316, 104833, 0.00, 13722, 93444, 0.02, 8470, 46905, 0.24, 6498, 29524, 1.29, 6520, 29677, 2.12, 6957, 33323, 2.60, 6769, 31583, 3.03, 8045, 42417, 3.42, 8008, 42200, 3.80, 6567, 30273, 4.18, 8447, 46696, 4.44, 8401, 46335, 4.72, 8330, 45873, 5.02, 8323, 45787, 5.32
e_108, 2048, 30272, 0.00, 2043, 30259, 0.00, 2011, 28323, 0.01, 1686, 19908, 0.09, 1686, 19908, 0.17, 1687, 19928, 0.22, 1686, 19910, 0.29, 2007, 28227, 0.31, 2007, 28227, 0.34, 1686, 19910, 0.43, 2011, 28323, 0.44, 2011, 28323, 0.46, 2011, 28321, 0.48, 2011, 28321, 0.50
e_110, 2048, 6990, 0.00, 613, 3121, 0.00, 611, 3083, 0.00, 611, 3069, 1.44, 611, 3083, 1.44, 611, 3083, 1.44, 611, 3083, 1.45, 611, 3083, 1.45, 611, 3083, 1.45, 611, 3083, 2.09, 611, 3083, 2.09, 611, 3069, 2.67, 611, 3083, 2.67, 611, 3083, 2.80
e_112, 2048, 30308, 0.00, 2048, 30308, 0.00, 1981, 28075, 0.01, 1664, 19725, 0.12, 1664, 19725, 0.23, 1670, 19841, 0.29, 1666, 19775, 0.37, 1970, 27819, 0.41, 1970, 27819, 0.45, 1664, 19731, 0.52, 1981, 28075, 0.54, 1981, 28075, 0.56, 1981, 28067, 0.58, 1981, 28067, 0.60
e_114, 2044, 23899, 0.00, 2001, 23591, 0.00, 1933, 19544, 0.04, 1813, 16599, 0.53, 1837, 17696, 0.74, 1891, 18711, 0.80, 1863, 18099, 0.87, 1896, 18793, 0.93, 1875, 18494, 1.02, 1815, 17475, 1.13, 1933, 19474, 1.18, 1927, 18632, 1.25, 1931, 19492, 1.29, 1931, 19482, 1.40
e_115, 32766, 304304, 0.00, 32537, 303055, 0.04, 29229, 259159, 0.36, 20708, 127527, 2.23, 20708, 127527, 4.01, 20747, 127976, 5.46, 20720, 127638, 6.79, 29162, 258035, 7.34, 29162, 258035, 7.91, 20719, 127625, 9.08, 29229, 259159, 9.39, 29229, 259159, 9.68, 29212, 259007, 10.07, 29212, 259007, 10.47
e_116, 1024, 24462, 0.00, 1024, 24462, 0.00, 1019, 23171, 0.01, 938, 19654, 0.08, 938, 19654, 0.13, 944, 19873, 0.16, 938, 19657, 0.19, 1011, 22841, 0.22, 1011, 22841, 0.24, 938, 19657, 0.27, 1019, 23171, 0.28, 1019, 23171, 0.29, 1019, 23168, 0.30, 1019, 23168, 0.31
e_117, 32764, 304790, 0.00, 32505, 303380, 0.03, 29455, 261485, 0.32, 20471, 124413, 2.14, 20471, 124413, 3.83, 20503, 124677, 5.25, 20475, 124460, 6.60, 29427, 260947, 7.08, 29427, 260947, 7.58, 20474, 124447, 8.80, 29455, 261485, 9.11, 29455, 261485, 9.42, 29452, 261450, 9.76, 29452, 261450, 10.14
e_118, 32711, 240624, 0.00, 29866, 226347, 0.03, 21797, 134183, 0.62, 17359, 87646, 3.81, 17381, 87968, 6.39, 18104, 94669, 7.64, 17679, 90539, 8.84, 20862, 123444, 9.86, 20855, 123407, 10.84, 17462, 88917, 12.06, 21779, 133971, 12.79, 21777, 133834, 13.53, 21611, 132526, 14.25, 21597, 132356, 14.96
e_119, 32751, 272707, 0.00, 31628, 266728, 0.04, 26485, 194384, 0.42, 21132, 123334, 3.14, 21133, 123353, 5.48, 21568, 127820, 6.77, 21223, 124274, 7.97, 26006, 187351, 8.90, 26007, 187351, 9.75, 21191, 124013, 10.89, 26485, 194370, 11.35, 26477, 194307, 11.87, 26366, 193115, 12.49, 26366, 193114, 13.11
e_120, 2048, 28679, 0.00, 2038, 28635, 0.00, 2001, 25511, 0.01, 1822, 20930, 0.10, 1822, 20930, 0.18, 1831, 21127, 0.23, 1823, 20977, 0.27, 1989, 25185, 0.29, 1989, 25185, 0.32, 1823, 20977, 0.37, 2001, 25511, 0.39, 2001, 25511, 0.40, 2001, 25499, 0.42, 2001, 25499, 0.44
e_121, 1024, 5480, 0.00, 525, 3412, 0.00, 515, 3295, 0.00, 515, 3292, 0.98, 515, 3293, 0.99, 515, 3295, 0.99, 515, 3295, 0.99, 515, 3295, 1.00, 515, 3295, 1.00, 515, 3295, 1.36, 515, 3293, 1.37, 515, 3294, 1.77, 515, 3295, 1.78, 515, 3295, 1.88
e_122, 32766, 305033, 0.00, 32563, 303900, 0.03, 29473, 262548, 0.38, 20399, 124974, 2.41, 20399, 124974, 4.26, 20417, 125248, 5.82, 20406, 125082, 7.54, 29419, 261589, 8.22, 29419, 261589, 8.84, 20399, 125006, 10.23, 29473, 262548, 10.61, 29473, 262548, 10.99, 29473, 262525, 11.40, 29473, 262525, 11.84
e_123, 32735, 256256, 0.00, 30893, 247080, 0.03, 24661, 164765, 0.47, 19872, 108095, 3.17, 19876, 108147, 5.40, 20431, 114291, 6.55, 20067, 110010, 7.72, 23977, 155675, 8.62, 23970, 155599, 9.62, 19975, 109200, 10.67, 24656, 164685, 11.26, 24650, 164594, 11.99, 24574, 163833, 12.61, 24580, 163886, 13.29
e_124, 32760, 288288, 0.00, 32156, 285096, 0.03, 28164, 226463, 0.36, 21596, 132639, 2.45, 21596, 132639, 4.42, 21754, 134527, 5.72, 21643, 133201, 7.09, 27937, 222812, 7.78, 27940, 222852, 8.50, 21603, 132898, 9.60, 28164, 226463, 9.96, 28164, 226463, 10.34, 28145, 226176, 10.79, 28145, 226176, 11.28
e_125, 32759, 288748, 0.00, 32168, 285568, 0.03, 28018, 225376, 0.37, 21233, 129811, 2.54, 21233, 129812, 4.53, 21474, 132333, 5.67, 21323, 130612, 6.91, 27860, 222522, 7.55, 27866, 222552, 8.24, 21297, 130392, 9.43, 28018, 225376, 9.86, 28018, 225376, 10.22, 28003, 225133, 10.62, 28003, 225132, 11.05
e_126, 32762, 288979, 0.00, 32235, 286024, 0.03, 28000, 226927, 0.41, 21306, 131754, 2.54, 21306, 131754, 4.58, 21450, 133582, 5.91, 21341, 132155, 7.27, 27759, 223047, 8.13, 27761, 223077, 8.88, 21323, 132007, 10.17, 28000, 226927, 10.57, 28000, 226927, 11.00, 27971, 226561, 11.54, 27971, 226561, 12.09
e_127, 2046, 25492, 0.00, 2024, 25366, 0.00, 1975, 21042, 0.04, 1853, 18178, 0.23, 1853, 18342, 0.37, 1880, 19088, 0.44, 1866, 18711, 0.50, 1939, 20048, 0.55, 1936, 19988, 0.61, 1854, 18451, 0.70, 1975, 20944, 0.74, 1975, 20741, 0.79, 1975, 21017, 0.82, 1967, 20936, 0.86
e_128, 32748, 272272, 0.00, 31638, 266518, 0.03, 26579, 194325, 0.47, 21130, 123661, 3.13, 21132, 123679, 5.38, 21597, 128707, 6.55, 21253, 125063, 7.80, 26060, 187267, 8.72, 26058, 187258, 9.62, 21212, 124582, 10.71, 26579, 194324, 11.19, 26573, 194276, 11.72, 26505, 193588, 12.24, 26483, 193451, 12.84
e_129, 32732, 256665, 0.00, 30901, 247147, 0.03, 24068, 160887, 0.57, 19276, 104253, 3.62, 19291, 104451, 6.14, 19983, 111596, 7.43, 19425, 106094, 8.85, 23267, 150965, 9.86, 23263, 150930, 10.91, 19323, 105166, 12.23, 24068, 160836, 12.88, 24064, 160763, 13.51, 23915, 159290, 14.20, 23908, 159236, 14.93
e_130, 32759, 272924, 0.00, 31590, 266651, 0.04, 26044, 191638, 0.45, 20256, 118730, 2.78, 20257, 118742, 4.92, 20706, 123453, 6.16, 20353, 119670, 7.38, 25542, 184067, 8.28, 25552, 184167, 9.15, 20310, 119364, 10.39, 26044, 191630, 10.87, 26044, 191630, 11.36, 25944, 190594, 11.99, 25944, 190591, 12.65
e_131, 32719, 240240, 0.00, 29886, 226224, 0.03, 21915, 135119, 0.53, 17707, 90989, 3.83, 17745, 91255, 6.41, 18524, 98481, 7.64, 18102, 94141, 8.87, 21058, 125081, 9.91, 21051, 125079, 10.90, 17855, 92695, 11.95, 21869, 134723, 12.66, 21865, 134638, 13.31, 21753, 133594, 14.02, 21749, 133537, 14.73
e_133, 2046, 22332, 0.00, 1933, 21704, 0.00, 1805, 17946, 0.05, 1679, 14973, 1.21, 1721, 16455, 1.43, 1755, 17247, 1.52, 1739, 16899, 1.60, 1756, 17082, 1.69, 1744, 16907, 1.79, 1708, 16398, 1.93, 1805, 17876, 2.00, 1794, 17177, 2.37, 1805, 17916, 2.42, 1794, 17776, 2.61
e_134, 32741, 256870, 0.00, 30849, 246884, 0.04, 23914, 160821, 0.52, 18940, 104135, 3.59, 18946, 104220, 6.07, 19446, 109581, 7.43, 19080, 105598, 8.73, 23147, 150984, 9.66, 23138, 150924, 10.64, 18982, 104868, 11.73, 23910, 160788, 12.29, 23910, 160763, 12.85, 23752, 159271, 13.51, 23752, 159266, 14.24
e_135, 32716, 240816, 0.00, 29867, 226939, 0.03, 21426, 132930, 0.68, 16901, 87088, 4.13, 16912, 87256, 6.81, 17585, 93662, 8.36, 17177, 89436, 9.72, 20465, 122136, 10.79, 20458, 122068, 11.97, 16975, 88060, 13.28, 21405, 132609, 14.08, 21393, 132437, 14.82, 21186, 130970, 15.77, 21180, 130910, 16.68
e_136, 65532, 288528, 0.00, 61731, 268040, 0.06, 25763, 93371, 0.60, 17309, 53146, 2.12, 17309, 53146, 3.43, 17733, 54339, 4.45, 17733, 54339, 5.38, 25763, 93371, 5.87, 25763, 93371, 6.36, 17733, 54339, 7.35, 25763, 93371, 7.85, 25763, 93371, 8.36, 25756, 93349, 8.93, 25756, 93349, 9.47
e_137, 2048, 7003, 0.00, 640, 3188, 0.00, 637, 3139, 0.00, 636, 3121, 0.53, 637, 3139, 0.53, 637, 3139, 0.54, 637, 3139, 0.54, 637, 3139, 0.54, 637, 3139, 0.55, 637, 3139, 0.82, 637, 3139, 0.83, 636, 3121, 1.00, 637, 3139, 1.01, 637, 3139, 1.06
e_138, 65530, 273310, 0.00, 56569, 229701, 0.07, 14074, 44775, 0.41, 11063, 31280, 1.07, 11063, 31280, 1.67, 11072, 31321, 2.22, 11063, 31280, 2.78, 14040, 44660, 3.20, 14040, 44660, 3.62, 11063, 31280, 4.19, 14074, 44775, 4.59, 14074, 44775, 4.97, 14074, 44774, 5.33, 14074, 44774, 5.70
e_139, 65535, 288492, 0.00, 61700, 267847, 0.06, 25698, 93357, 0.54, 17765, 55178, 1.93, 17765, 55178, 3.11, 17765, 55178, 4.23, 17765, 55178, 5.39, 25698, 93357, 5.95, 25698, 93357, 6.47, 17765, 55178, 7.62, 25698, 93357, 8.12, 25698, 93357, 8.61, 25698, 93357, 9.09, 25698, 93357, 9.57
e_140, 65522, 273600, 0.00, 56347, 228891, 0.08, 14901, 47577, 0.45, 11297, 31607, 1.21, 11297, 31607, 1.94, 11298, 31613, 2.67, 11297, 31607, 3.31, 14900, 47571, 3.69, 14900, 47571, 4.06, 11297, 31607, 4.68, 14901, 47577, 5.04, 14901, 47577, 5.39, 14901, 47577, 5.74, 14901, 47577, 6.14
e_141, 65536, 303686, 0.00, 29853, 104814, 0.37, 29802, 104580, 0.65, 29792, 104524, 1.05, 29782, 104498, 1.31, 29744, 104336, 1.55, 29775, 104470, 1.76, 29798, 104572, 1.98, 29731, 104336, 2.21, 29818, 104628, 2.46, 29781, 104490, 2.70, 29791, 104526, 2.94, 29748, 104394, 3.21, 29821, 104646, 3.44
e_142, 65527, 273337, 0.00, 56843, 230657, 0.06, 13916, 44077, 0.44, 10809, 30244, 1.14, 10809, 30244, 1.79, 10809, 30244, 2.49, 10809, 30244, 3.12, 13894, 43998, 3.60, 13894, 43998, 4.07, 10809, 30244, 4.81, 13916, 44077, 5.25, 13916, 44077, 5.64, 13916, 44076, 6.02, 13916, 44076, 6.43
e_143, 65536, 303696, 0.00, 29094, 101092, 0.30, 28922, 100364, 0.49, 28986, 100666, 0.83, 29043, 100914, 1.06, 29039, 100886, 1.25, 29018, 100756, 1.44, 29025, 100810, 1.62, 28835, 100156, 1.92, 29049, 100916, 2.14, 28980, 100658, 2.43, 29020, 100784, 2.65, 28994, 100692, 2.85, 28853, 100178, 3.05
e_144, 65536, 303996, 0.00, 29711, 104228, 0.32, 29650, 103972, 0.51, 29515, 103408, 0.84, 29641, 103912, 1.09, 29551, 103584, 1.31, 29660, 104006, 1.51, 29691, 104116, 1.72, 29529, 103506, 1.95, 29666, 104068, 2.23, 29591, 103782, 2.45, 29588, 103764, 2.68, 29603, 103786, 2.94, 29561, 103624, 3.15
e_145, 2048, 27086, 0.00, 2037, 27060, 0.00, 1994, 23196, 0.02, 1862, 20171, 0.17, 1862, 20191, 0.25, 1883, 20729, 0.30, 1869, 20273, 0.35, 1969, 22555, 0.38, 1969, 22555, 0.42, 1862, 20216, 0.48, 1994, 23178, 0.51, 1994, 23160, 0.54, 1994, 23178, 0.57, 1994, 23176, 0.60
e_146, 65532, 288796, 0.00, 61761, 268581, 0.06, 26036, 94451, 0.51, 17413, 53134, 1.84, 17413, 53134, 3.15, 17413, 53134, 4.47, 17413, 53134, 5.67, 26036, 94451, 6.16, 26036, 94451, 6.66, 17413, 53134, 7.86, 26036, 94451, 8.37, 26036, 94451, 8.89, 26036, 94451, 9.37, 26036, 94451, 9.86
e_148, 2048, 25737, 0.00, 2010, 25512, 0.00, 1921, 21214, 0.04, 1800, 18478, 0.34, 1806, 18901, 0.53, 1849, 19798, 0.60, 1827, 19338, 0.67, 1873, 20138, 0.75, 1864, 20044, 0.83, 1804, 18941, 0.91, 1918, 21047, 0.98, 1904, 20517, 1.05, 1921, 21183, 1.12, 1915, 21094, 1.19
e_149, 1024, 3624, 0.00, 400, 1987, 0.00, 392, 1921, 0.00, 389, 1903, 6.00, 392, 1921, 6.00, 392, 1921, 6.00, 392, 1921, 6.00, 392, 1921, 6.01, 392, 1921, 6.04, 392, 1921, 8.37, 392, 1921, 8.37, 389, 1903, 9.64, 392, 1921, 9.64, 392, 1921, 10.92
e_150, 1024, 22042, 0.00, 1024, 22042, 0.00, 1018, 20063, 0.02, 970, 18353, 0.10, 970, 18373, 0.17, 978, 18711, 0.20, 973, 18523, 0.24, 1013, 19859, 0.26, 1013, 19859, 0.29, 971, 18446, 0.35, 1018, 20051, 0.38, 1018, 20023, 0.40, 1018, 20058, 0.42, 1018, 20056, 0.44
e_151, 65534, 653240, 0.00, 65153, 651037, 0.07, 61127, 581170, 0.76, 44733, 305187, 5.66, 44733, 305187, 10.04, 44773, 305829, 13.61, 44742, 305372, 17.34, 61023, 579113, 18.89, 61023, 579113, 20.44, 44737, 305299, 23.80, 61127, 581170, 24.55, 61127, 581170, 25.36, 61123, 581061, 26.26, 61123, 581060, 27.20
e_152, 65531, 618237, 0.00, 64757, 613941, 0.08, 59136, 508459, 0.87, 46916, 316924, 6.83, 46917, 316948, 12.31, 47228, 321325, 15.90, 46976, 317899, 19.50, 58619, 499486, 21.45, 58618, 499468, 23.49, 46930, 317501, 26.47, 59136, 508459, 27.34, 59136, 508459, 28.22, 59104, 507838, 29.30, 59104, 507834, 30.48
e_153, 2043, 22306, 0.00, 1971, 21826, 0.00, 1881, 18161, 0.04, 1770, 15612, 0.64, 1794, 16789, 0.83, 1832, 17412, 0.93, 1813, 17117, 1.02, 1825, 17351, 1.11, 1817, 17207, 1.20, 1787, 16676, 1.30, 1881, 18096, 1.36, 1863, 17154, 1.50, 1875, 18077, 1.56, 1872, 18060, 1.68
e_154, 65536, 653641, 0.00, 65157, 651490, 0.07, 61101, 582135, 0.74, 44975, 308997, 5.73, 44975, 308997, 10.26, 45060, 310250, 13.69, 44985, 309178, 17.22, 60948, 579420, 18.61, 60948, 579420, 20.00, 44982, 309143, 23.04, 61101, 582135, 23.81, 61101, 582135, 24.54, 61101, 582074, 25.33, 61101, 582074, 26.23
e_155, 65529, 619239, 0.00, 64752, 614915, 0.08, 58984, 508011, 0.85, 47071, 320780, 6.61, 47074, 320816, 11.77, 47443, 325574, 14.77, 47189, 322419, 17.74, 58539, 500546, 19.42, 58536, 500506, 21.20, 47137, 321782, 24.23, 58984, 508010, 25.15, 58984, 508010, 26.07, 58959, 507537, 27.14, 58959, 507538, 28.27
e_156, 65522, 584478, 0.00, 63837, 575281, 0.07, 56009, 438565, 1.19, 45733, 293499, 7.91, 45734, 293530, 13.62, 46478, 302984, 16.74, 45885, 295510, 19.67, 55054, 423885, 21.85, 55058, 423948, 24.27, 45808, 294759, 27.32, 56009, 438549, 28.65, 56009, 438537, 30.05, 55892, 437143, 31.57, 55892, 437134, 33.28
e_157, 65536, 652583, 0.00, 65181, 650588, 0.07, 61067, 579859, 0.65, 44909, 306105, 4.81, 44909, 306105, 8.79, 44953, 306773, 12.11, 44914, 306222, 15.45, 60939, 577468, 16.65, 60937, 577434, 18.05, 44910, 306164, 20.58, 61067, 579859, 21.27, 61067, 579859, 21.99, 61067, 579803, 22.68, 61067, 579803, 23.48
e_158, 65521, 584837, 0.00, 63834, 575553, 0.07, 55990, 440213, 1.08, 45911, 298034, 8.22, 45936, 298230, 13.87, 46599, 307229, 16.69, 46081, 300255, 19.75, 55006, 425188, 21.65, 54994, 425095, 23.67, 45974, 299235, 26.78, 55990, 440203, 27.99, 55975, 440089, 29.36, 55865, 438678, 31.02, 55859, 438590, 32.52
e_159, 65503, 550097, 0.00, 62512, 534038, 0.10, 52301, 374322, 1.41, 43177, 257964, 9.67, 43182, 258132, 16.41, 44511, 273219, 19.50, 43532, 262245, 22.65, 50732, 352506, 25.04, 50727, 352409, 27.44, 43339, 260311, 30.23, 52296, 374160, 31.66, 52289, 373995, 33.14, 52066, 371522, 34.73, 52067, 371532, 36.40
e_161, 2048, 28713, 0.00, 2042, 28658, 0.00, 1987, 25450, 0.02, 1815, 21206, 0.12, 1815, 21208, 0.20, 1825, 21451, 0.25, 1816, 21251, 0.29, 1970, 24986, 0.34, 1970, 24986, 0.38, 1815, 21218, 0.43, 1987, 25447, 0.46, 1987, 25445, 0.48, 1987, 25444, 0.51, 1987, 25444, 0.53
e_162, 131066, 573836, 0.00, 123407, 533092, 0.12, 48574, 174279, 1.18, 33641, 102880, 4.73, 33641, 102880, 8.05, 33641, 102880, 11.15, 33641, 102880, 14.26, 48574, 174279, 15.35, 48574, 174279, 16.52, 33641, 102880, 19.51, 48574, 174279, 20.58, 48574, 174279, 21.66, 48574, 174279, 22.71, 48574, 174279, 23.77
e_163, 131067, 574081, 0.00, 123088, 530853, 0.12, 49103, 175843, 1.43, 35070, 106913, 4.34, 35070, 106913, 7.14, 35070, 106913, 9.82, 35070, 106913, 12.46, 49102, 175835, 13.95, 49102, 175835, 15.42, 35070, 106913, 18.23, 49103, 175843, 19.62, 49103, 175843, 21.00, 49103, 175843, 22.32, 49103, 175843, 23.67
e_164, 65497, 549544, 0.00, 62806, 534981, 0.08, 52341, 373712, 1.24, 43635, 261970, 10.60, 43665, 262327, 18.19, 44963, 277363, 21.22, 44029, 266412, 24.43, 50878, 353000, 26.81, 50868, 352881, 29.24, 43806, 264386, 32.27, 52337, 373587, 33.86, 52325, 373356, 35.32, 52174, 371524, 36.88, 52174, 371485, 38.53
e_165, 131072, 603932, 0.00, 56793, 196672, 0.76, 56524, 195574, 1.24, 56620, 195984, 2.03, 56525, 195554, 2.62, 56689, 196230, 3.10, 56648, 196114, 3.64, 56607, 195988, 4.15, 56628, 196024, 4.65, 56502, 195542, 5.25, 56554, 195734, 5.79, 56561, 195830, 6.29, 56624, 195926, 6.77, 56567, 195756, 7.30
e_166, 65519, 583890, 0.00, 63962, 575286, 0.07, 56092, 438456, 1.13, 46416, 298453, 9.34, 46449, 298728, 15.29, 47149, 307879, 18.60, 46598, 300824, 22.00, 55140, 423878, 24.32, 55137, 423824, 26.77, 46498, 299880, 29.95, 56092, 438442, 31.16, 56092, 438423, 32.43, 55991, 437141, 33.93, 55991, 437143, 35.50
e_167, 1024, 5487, 0.00, 563, 3546, 0.00, 563, 3527, 0.00, 563, 3526, 1.45, 563, 3527, 1.45, 563, 3527, 1.45, 563, 3527, 1.45, 563, 3527, 1.46, 563, 3527, 1.46, 563, 3527, 2.21, 563, 3527, 2.21, 563, 3526, 2.68, 563, 3527, 2.68, 563, 3527, 2.76
