id, orig-N, orig-M, orig-time, basic-N, basic-M, basic-time, known-N, known-M, known-time, all_dom-N, all_dom-M, all_dom-time, fast_dom-N, fast_dom-M, fast_dom-time, dom12-N, dom12-M, dom12-time, dom3-N, dom3-M, dom3-time, dom4-N, dom4-M, dom4-time, dom5-N, dom5-M, dom5-time, dom_nca-N, dom_nca-M, dom_nca-time, dom_nca_full-N, dom_nca_full-M, dom_nca_full-time, dom_mixed-N, dom_mixed-M, dom_mixed-time, dom_mixed_full-N, dom_mixed_full-M, dom_mixed_full-time
h_078, 8191, 204075, 0.00, 8180, 203963, 0.02, 8175, 199081, 0.28, 8160, 198079, 2.56, 8168, 198713, 3.11, 8169, 198806, 3.44, 8169, 198774, 3.75, 8165, 198688, 4.23, 8163, 198595, 4.77, 8175, 199074, 5.02, 8171, 198547, 5.92, 8175, 199081, 6.09, 8175, 199081, 6.32
h_079, 16382, 216334, 0.00, 16017, 213524, 0.02, 15858, 198257, 0.33, 15653, 192515, 8.89, 15717, 195516, 11.41, 15758, 196261, 12.48, 15752, 196177, 13.41, 15755, 196503, 14.65, 15722, 195920, 15.63, 15849, 198081, 16.41, 15800, 195374, 17.63, 15856, 198236, 18.04, 15845, 198081, 18.73
h_080, 24759, 227991, 0.00, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06, 5, 10, 0.06
h_081, 32662, 224254, 0.00, 23905, 141260, 0.48, 23872, 141104, 0.87, 23896, 141206, 1.39, 23870, 141098, 1.70, 23860, 141016, 2.14, 23874, 141102, 2.56, 23852, 140974, 2.99, 23873, 141076, 3.48, 23866, 141028, 3.96, 23876, 141110, 4.28, 23878, 141098, 4.56, 23897, 141236, 4.99
h_082, 48665, 222764, 0.00, 44735, 216441, 0.04, 11877, 43419, 0.12, 11877, 43419, 1.00, 11877, 43419, 1.12, 11877, 43419, 1.21, 11877, 43419, 1.30, 11877, 43419, 1.39, 11877, 43419, 1.91, 11877, 43419, 2.02, 11877, 43419, 2.42, 11877, 43419, 2.55, 11877, 43419, 2.77
h_083, 32735, 256256, 0.00, 30893, 247080, 0.03, 24661, 164765, 0.40, 19872, 108095, 2.77, 19876, 108147, 5.47, 20039, 109793, 6.80, 23989, 155738, 7.55, 23968, 155568, 8.44, 19975, 109200, 9.37, 24656, 164685, 9.88, 24650, 164594, 10.35, 24574, 163833, 10.99, 24580, 163886, 11.52
h_084, 16383, 273584, 0.00, 14952, 243441, 0.02, 10832, 114331, 0.77, 6505, 42475, 7.58, 6897, 47334, 12.79, 7562, 55621, 15.97, 8456, 65958, 18.68, 8325, 64653, 21.80, 6732, 46190, 23.43, 10733, 111265, 24.83, 10410, 100544, 25.80, 10601, 108881, 26.79, 10228, 102226, 28.05
h_085, 16384, 283794, 0.00, 16363, 283600, 0.02, 16306, 253838, 0.37, 16009, 239064, 4.53, 16023, 243929, 6.93, 16043, 245553, 8.23, 16182, 249750, 8.92, 16165, 249298, 9.62, 16011, 244602, 10.55, 16306, 252982, 11.44, 16295, 248064, 11.98, 16306, 253573, 12.53, 16299, 253431, 13.22
h_086, 8192, 295951, 0.00, 8173, 295758, 0.01, 8173, 294698, 0.15, 8171, 294479, 34.71, 8171, 294611, 35.40, 8171, 294613, 35.81, 8171, 294613, 36.25, 8171, 294613, 36.68, 8171, 294613, 37.48, 8173, 294696, 37.93, 8173, 294566, 47.51, 8173, 294698, 47.75, 8173, 294698, 60.74
h_087, 58960, 269439, 0.00, 54119, 261749, 0.07, 14650, 53593, 0.22, 14650, 53593, 1.67, 14650, 53593, 1.83, 14650, 53593, 1.94, 14650, 53593, 2.05, 14650, 53593, 2.17, 14650, 53593, 3.13, 14650, 53593, 3.33, 14650, 53593, 3.92, 14650, 53593, 4.08, 14650, 53593, 4.35
h_088, 60892, 286474, 0.00, 57367, 281017, 0.05, 12900, 47422, 0.15, 12900, 47422, 1.47, 12900, 47422, 1.70, 12900, 47422, 1.86, 12900, 47422, 2.03, 12900, 47422, 2.20, 12900, 47422, 2.93, 12900, 47422, 3.06, 12900, 47422, 3.44, 12900, 47422, 3.56, 12900, 47422, 3.73
h_089, 8192, 358201, 0.00, 8192, 358201, 0.01, 8192, 351705, 0.23, 8191, 351194, 10.09, 8191, 351643, 10.85, 8192, 351705, 11.26, 8191, 351646, 11.87, 8191, 351646, 12.47, 8191, 351646, 13.18, 8192, 351704, 13.52, 8192, 351256, 18.86, 8192, 351703, 19.18, 8192, 351705, 20.58
h_090, 16382, 353824, 0.00, 16220, 352445, 0.02, 16197, 349054, 0.54, 16179, 348277, 4.72, 16179, 348541, 6.28, 16183, 348641, 7.17, 16184, 348771, 8.03, 16189, 348903, 8.92, 16184, 348681, 10.38, 16197, 349042, 11.11, 16197, 348782, 12.60, 16194, 349018, 13.42, 16197, 349054, 14.29
h_091, 16384, 354031, 0.00, 16220, 352560, 0.02, 16200, 349181, 0.29, 16196, 348692, 3.88, 16196, 349039, 5.34, 16198, 349099, 6.02, 16197, 349085, 6.70, 16197, 349085, 7.32, 16196, 349047, 8.01, 16200, 349173, 8.47, 16200, 348827, 9.66, 16200, 349181, 9.95, 16200, 349176, 10.60
h_092, 63674, 306833, 0.00, 61115, 302870, 0.05, 11959, 43682, 0.16, 11959, 43682, 1.12, 11959, 43682, 1.27, 11959, 43682, 1.39, 11959, 43682, 1.52, 11959, 43682, 1.64, 11959, 43682, 2.24, 11959, 43682, 2.37, 11959, 43682, 2.75, 11959, 43682, 2.87, 11959, 43682, 3.04
h_093, 32748, 363878, 0.00, 31835, 357988, 0.03, 30418, 296031, 0.81, 29423, 271969, 11.33, 29537, 278550, 16.90, 29674, 282559, 19.11, 30171, 291771, 20.27, 30039, 289819, 21.62, 29455, 279362, 23.36, 30345, 293315, 24.84, 30223, 286516, 26.47, 30388, 295560, 27.52, 30360, 295082, 28.61
h_094, 68946, 335845, 0.00, 66705, 332553, 0.06, 12115, 44357, 0.18, 12115, 44357, 1.48, 12115, 44357, 1.65, 12115, 44357, 1.78, 12115, 44357, 1.91, 12115, 44357, 2.06, 12115, 44357, 2.83, 12115, 44357, 2.99, 12115, 44357, 3.38, 12115, 44357, 3.52, 12115, 44357, 3.71
h_095, 32759, 409363, 0.00, 32465, 407264, 0.03, 31815, 361814, 0.40, 31064, 345459, 3.33, 31064, 345467, 4.90, 31073, 345630, 5.78, 31777, 361007, 6.22, 31770, 360953, 6.69, 31059, 345488, 7.69, 31815, 361784, 8.22, 31815, 361780, 8.62, 31812, 361738, 9.00, 31812, 361738, 9.61
h_097, 16381, 458925, 0.00, 16051, 455835, 0.02, 16031, 454823, 0.47, 16026, 454615, 5.62, 16026, 454675, 6.36, 16026, 454675, 6.94, 16028, 454708, 7.46, 16029, 454730, 7.97, 16029, 454730, 8.88, 16031, 454823, 9.53, 16031, 454763, 11.43, 16031, 454823, 11.95, 16031, 454823, 14.08
h_098, 32766, 503494, 0.00, 32475, 501156, 0.04, 32294, 470278, 0.91, 32106, 461601, 15.73, 32154, 466546, 22.16, 32178, 467400, 24.36, 32192, 467580, 26.11, 32196, 468012, 28.18, 32152, 467121, 31.21, 32292, 470026, 32.94, 32265, 465469, 36.57, 32294, 470244, 37.98, 32283, 470131, 40.23
h_099, 97898, 447979, 0.00, 89898, 435171, 0.09, 23963, 88122, 0.26, 23963, 88122, 2.84, 23963, 88122, 3.25, 23963, 88122, 3.45, 23963, 88122, 3.65, 23963, 88122, 3.85, 23963, 88122, 5.52, 23963, 88122, 5.79, 23963, 88122, 6.65, 23963, 88122, 6.93, 23963, 88122, 7.40
h_100, 75879, 508837, 0.00, 3882, 41339, 0.15, 690, 5803, 0.20, 535, 3729, 128.06, 537, 3950, 128.17, 542, 4022, 128.26, 640, 5033, 128.33, 656, 5096, 149.03, 538, 3985, 175.92, 689, 5754, 175.97, 675, 5273, 202.43, 687, 5791, 202.46, 685, 5636, 353.09
h_101, 65531, 618237, 0.00, 64757, 613941, 0.06, 59136, 508459, 0.93, 46916, 316924, 6.16, 46917, 316948, 11.60, 46966, 317818, 17.17, 58619, 499486, 19.30, 58619, 499486, 21.14, 46930, 317501, 24.30, 59136, 508459, 25.50, 59136, 508459, 26.73, 59104, 507838, 28.24, 59104, 507834, 29.87
h_104, 65499, 640429, 0.00, 64203, 632581, 0.07, 61310, 547514, 0.70, 58551, 497289, 5.52, 58551, 497291, 9.56, 58562, 497527, 12.28, 61177, 545387, 13.44, 61174, 545354, 14.63, 58554, 497437, 17.50, 61307, 547471, 18.51, 61307, 547469, 19.36, 61290, 547207, 20.44, 61290, 547207, 21.77
h_105, 65536, 652583, 0.00, 65181, 650588, 0.06, 61067, 579859, 0.63, 44909, 306105, 5.59, 44909, 306105, 10.89, 44914, 306222, 14.43, 60939, 577464, 15.55, 60938, 577446, 16.73, 44910, 306164, 19.91, 61067, 579859, 20.52, 61067, 579859, 21.11, 61067, 579803, 21.73, 61067, 579803, 22.39
h_106, 65530, 654158, 0.00, 65171, 652179, 0.06, 60032, 572310, 0.67, 43613, 295229, 5.35, 43613, 295229, 9.40, 43620, 295338, 14.07, 59964, 570868, 16.02, 59964, 570868, 17.61, 43620, 295338, 20.29, 60032, 572310, 20.94, 60032, 572310, 21.63, 60028, 572224, 22.38, 60028, 572224, 23.18
h_107, 32763, 699385, 0.00, 32333, 695314, 0.04, 32276, 690365, 0.60, 32259, 689482, 9.99, 32266, 689937, 12.27, 32266, 689941, 13.78, 32271, 690176, 14.84, 32270, 690130, 15.91, 32261, 689851, 17.88, 32276, 690361, 19.33, 32274, 689999, 22.52, 32276, 690365, 23.14, 32276, 690365, 23.99
h_108, 65536, 688044, 0.00, 35017, 207388, 1.02, 35017, 207388, 1.68, 35017, 207388, 2.40, 35017, 207388, 3.18, 35017, 207388, 3.96, 35017, 207388, 4.71, 35017, 207388, 5.24, 34997, 207314, 5.82, 35017, 207388, 6.32, 35017, 207388, 7.09, 35017, 207388, 7.66, 34997, 207314, 8.18
h_109, 8192, 839576, 0.00, 8192, 839576, 0.02, 8192, 839248, 0.34, 8192, 839200, 58.62, 8192, 839248, 59.34, 8192, 839248, 59.70, 8192, 839248, 60.13, 8192, 839248, 60.68, 8192, 839248, 62.31, 8192, 839248, 62.83, 8192, 839200, 72.04, 8192, 839248, 72.44, 8192, 839248, 96.88
h_110, 32768, 826394, 0.00, 32680, 825409, 0.04, 32667, 819212, 0.75, 32650, 818155, 42.53, 32660, 818945, 45.60, 32660, 818962, 47.29, 32660, 818962, 48.42, 32660, 818944, 49.69, 32657, 818855, 53.25, 32667, 819197, 55.04, 32665, 818650, 63.95, 32667, 819210, 64.82, 32667, 819212, 72.01
h_111, 77360, 828161, 0.00, 925, 2389, 0.11, 26, 54, 0.12, 26, 54, 0.12, 26, 54, 0.12, 26, 54, 0.12, 26, 54, 0.12, 26, 54, 0.12, 26, 54, 0.12, 26, 54, 0.13, 26, 54, 0.13, 26, 54, 0.13, 26, 54, 0.13
h_112, 8192, 944523, 0.00, 8192, 944523, 0.02, 8192, 940889, 0.59, 8191, 940554, 218.00, 8191, 940694, 219.63, 8191, 940694, 220.57, 8191, 940694, 221.98, 8191, 940694, 223.31, 8191, 940694, 227.01, 8192, 940889, 227.67, 8192, 940748, 313.83, 8192, 940889, 314.72, 8192, 940889, 395.45
h_114, 187341, 865700, 0.00, 173693, 844287, 0.30, 43852, 160915, 0.87, 43852, 160915, 6.81, 43852, 160915, 7.62, 43852, 160915, 8.04, 43852, 160915, 8.49, 43852, 160915, 8.95, 43852, 160915, 12.41, 43852, 160915, 13.06, 43852, 160915, 15.07, 43852, 160915, 15.53, 43852, 160915, 16.27
h_115, 262111, 1234877, 0.00, 131231, 576758, 0.27, 7838, 24254, 0.82, 5972, 13480, 2.12, 5991, 13557, 3.06, 6005, 13635, 3.79, 7755, 23858, 4.72, 7755, 23858, 5.52, 5990, 13561, 6.23, 7838, 24250, 6.81, 7803, 24106, 7.51, 7805, 24116, 8.36, 7786, 24043, 9.20
h_116, 299580, 1363755, 0.00, 274030, 1322966, 0.36, 75285, 275881, 1.16, 75285, 275881, 13.79, 75285, 275881, 15.14, 75285, 275881, 15.96, 75285, 275881, 16.92, 75285, 275881, 17.74, 75285, 275881, 24.88, 75285, 275881, 25.91, 75285, 275881, 29.77, 75285, 275881, 30.51, 75285, 275881, 32.05
h_117, 325729, 1469679, 0.00, 53155, 780225, 0.76, 33362, 583613, 1.47, 32742, 572102, 300.13, 32843, 578636, 303.59, 32845, 578683, 306.43, 33326, 583101, 307.49, 33222, 582708, 393.82, 32744, 578321, 468.70, 33339, 583489, 469.71, 33247, 576990, 546.69, 33362, 583613, 547.37, 33332, 583509, 698.68
h_118, 81306, 1768135, 0.00, 51620, 1242460, 0.21, 11505, 167566, 4.19, 6756, 68020, 896.57, 7016, 75566, 905.70, 7317, 80868, 913.10, 9970, 122595, 919.54, 10574, 142805, 945.38, 7890, 91263, 1056.65, 11287, 163530, 1059.93, 11257, 156592, 1169.84, 11348, 165287, 1173.07, 11399, 164030, 1178.10
h_119, 342573, 1619304, 0.00, 323730, 1590029, 0.56, 71796, 262729, 1.58, 71796, 262729, 14.28, 71796, 262729, 15.69, 71796, 262729, 16.97, 71796, 262729, 18.53, 71796, 262729, 19.75, 71796, 262729, 27.66, 71796, 262729, 29.04, 71796, 262729, 33.40, 71796, 262729, 34.39, 71796, 262729, 36.02
h_120, 32768, 2049515, 0.00, 32174, 2039595, 0.08, 32165, 2037874, 2.46, 32165, 2037824, 13.81, 32165, 2037874, 16.27, 32165, 2037874, 17.91, 32165, 2037874, 20.54, 32165, 2037874, 22.55, 32165, 2037874, 26.34, 32165, 2037874, 28.39, 32165, 2037824, 33.81, 32165, 2037874, 36.04, 32165, 2037874, 38.96
h_121, 16384, 2076651, 0.00, 16384, 2076651, 0.06, 16384, 2074086, 1.64, 16384, 2073945, 15.91, 16384, 2074086, 18.48, 16384, 2074086, 20.28, 16384, 2074086, 22.10, 16384, 2074086, 24.56, 16384, 2074086, 28.67, 16384, 2074086, 30.36, 16384, 2073945, 38.88, 16384, 2074086, 40.73, 16384, 2074086, 43.37
h_122, 2048, 2097152, 0.00, 2048, 2097152, 0.05, 2048, 2097152, 3.92, 2048, 2097152, 137.06, 2048, 2097152, 146.44, 2048, 2097152, 150.29, 2048, 2097152, 154.26, 2048, 2097152, 158.75, 2048, 2097152, 188.35, 2048, 2097152, 197.47, 2048, 2097152, 202.95, 2048, 2097152, 206.55, 2048, 2097152, 311.60
h_123, 4096, 2097152, 0.00, 4096, 2097152, 0.04, 4096, 2097152, 4.15, 4096, 2097152, 125.21, 4096, 2097152, 131.43, 4096, 2097152, 135.15, 4096, 2097152, 138.91, 4096, 2097152, 142.66, 4096, 2097152, 155.89, 4096, 2097152, 161.73, 4096, 2097152, 166.88, 4096, 2097152, 170.16, 4096, 2097152, 274.01
h_124, 8192, 2097152, 0.00, 8192, 2097152, 0.06, 8192, 2097152, 2.71, 8192, 2097152, 16.04, 8192, 2097152, 20.30, 8192, 2097152, 23.57, 8192, 2097152, 26.89, 8192, 2097152, 30.11, 8192, 2097152, 39.66, 8192, 2097152, 43.40, 8192, 2097152, 48.83, 8192, 2097152, 51.30, 8192, 2097152, 55.30
h_125, 16384, 2097152, 0.00, 16384, 2097152, 0.07, 16384, 2097152, 2.05, 16384, 2097152, 20.02, 16384, 2097152, 23.09, 16384, 2097152, 25.07, 16384, 2097152, 26.94, 16384, 2097152, 29.35, 16384, 2097152, 40.09, 16384, 2097152, 44.23, 16384, 2097152, 50.23, 16384, 2097152, 52.09, 16384, 2097152, 56.03
h_126, 65536, 2048311, 0.00, 65513, 2047962, 0.10, 65502, 2025125, 1.60, 65495, 2023390, 43.43, 65495, 2024784, 49.32, 65497, 2024841, 52.65, 65496, 2024825, 55.65, 65500, 2025019, 58.86, 65499, 2024981, 64.09, 65500, 2025071, 67.05, 65502, 2023730, 82.67, 65502, 2025125, 85.17, 65502, 2025125, 96.95
h_127, 32768, 2128971, 0.00, 32764, 2128921, 0.08, 32762, 2127714, 1.53, 32762, 2127644, 53.51, 32762, 2127714, 55.65, 32762, 2127714, 56.95, 32762, 2127714, 58.34, 32762, 2127714, 60.04, 32762, 2127714, 63.60, 32762, 2127714, 65.39, 32762, 2127644, 75.79, 32762, 2127714, 77.02, 32762, 2127714, 96.40
h_128, 32768, 2130600, 0.00, 32764, 2130565, 0.08, 32764, 2129479, 1.18, 32764, 2129414, 12.71, 32764, 2129479, 15.25, 32764, 2129479, 16.98, 32764, 2129479, 18.31, 32764, 2129479, 20.02, 32764, 2129479, 23.67, 32764, 2129479, 25.68, 32764, 2129414, 31.78, 32764, 2129479, 33.07, 32764, 2129479, 35.08
h_129, 32768, 2148521, 0.00, 32768, 2148521, 0.12, 32768, 2148521, 1.78, 32768, 2148521, 41.06, 32768, 2148521, 44.18, 32768, 2148521, 46.18, 32768, 2148521, 48.04, 32768, 2148521, 49.85, 32768, 2148521, 74.79, 32768, 2148521, 78.12, 32768, 2148521, 92.48, 32768, 2148521, 94.14, 32768, 2148521, 97.73
h_130, 16384, 2192284, 0.00, 16384, 2192284, 0.06, 16384, 2172703, 2.04, 16384, 2172032, 53.06, 16384, 2172693, 59.28, 16384, 2172703, 61.57, 16384, 2172703, 64.03, 16384, 2172703, 66.61, 16384, 2172703, 70.94, 16384, 2172698, 73.91, 16384, 2172036, 106.54, 16384, 2172699, 110.55, 16384, 2172701, 124.96
h_131, 16384, 2194576, 0.00, 16384, 2194576, 0.06, 16384, 2174477, 2.58, 16384, 2173797, 49.54, 16384, 2174471, 54.80, 16384, 2174477, 58.06, 16384, 2174477, 60.92, 16384, 2174477, 65.74, 16384, 2174477, 70.95, 16384, 2174473, 74.32, 16384, 2173798, 102.33, 16384, 2174475, 105.67, 16384, 2174475, 123.22
h_132, 65536, 2184865, 0.00, 65535, 2184855, 0.10, 65528, 2146479, 2.78, 65518, 2143629, 35.17, 65520, 2146126, 41.40, 65520, 2146138, 47.85, 65522, 2146220, 52.53, 65522, 2146220, 56.62, 65518, 2146050, 61.64, 65528, 2146467, 64.83, 65528, 2144063, 76.70, 65528, 2146479, 78.60, 65528, 2146476, 82.85
h_133, 131065, 2130456, 0.00, 130077, 2122014, 0.17, 129762, 2045613, 4.05, 129488, 2030078, 84.77, 129534, 2039514, 106.55, 129576, 2040797, 118.90, 129596, 2041294, 128.76, 129616, 2041848, 138.13, 129560, 2040354, 148.92, 129757, 2045239, 154.47, 129729, 2036449, 173.87, 129760, 2045545, 180.16, 129752, 2045451, 188.74
h_134, 131065, 2131741, 0.00, 129996, 2122528, 0.17, 129570, 2044096, 5.44, 129256, 2027754, 95.40, 129305, 2037346, 122.42, 129379, 2038978, 134.95, 129361, 2039099, 145.98, 129386, 2039694, 159.17, 129327, 2038156, 171.89, 129564, 2043715, 180.43, 129548, 2034899, 207.59, 129562, 2044005, 213.26, 129554, 2043841, 221.11
h_135, 32768, 2235835, 0.00, 32455, 2230585, 0.09, 32439, 2228690, 1.76, 32435, 2228247, 18.10, 32435, 2228281, 24.01, 32435, 2228286, 27.67, 32437, 2228512, 30.18, 32437, 2228512, 32.70, 32435, 2228286, 38.81, 32439, 2228685, 42.65, 32439, 2228651, 49.13, 32439, 2228690, 51.37, 32439, 2228690, 54.85
h_136, 32768, 2240608, 0.00, 32457, 2234920, 0.09, 32451, 2233599, 2.01, 32450, 2233409, 17.09, 32450, 2233460, 21.91, 32450, 2233466, 24.86, 32450, 2233466, 27.71, 32450, 2233466, 31.10, 32450, 2233466, 39.20, 32451, 2233593, 42.65, 32451, 2233542, 48.41, 32451, 2233599, 50.29, 32451, 2233599, 52.61
h_137, 32768, 2241646, 0.00, 32415, 2236524, 0.09, 32406, 2234885, 1.30, 32405, 2234702, 14.81, 32405, 2234751, 20.34, 32405, 2234762, 22.58, 32406, 2234885, 24.83, 32406, 2234885, 27.07, 32405, 2234762, 35.22, 32406, 2234874, 38.95, 32406, 2234825, 44.42, 32406, 2234885, 45.72, 32406, 2234885, 47.52
h_138, 32768, 2270902, 0.00, 32767, 2270888, 0.08, 32767, 2268068, 1.44, 32767, 2267940, 71.47, 32767, 2268068, 73.58, 32767, 2268068, 75.33, 32767, 2268068, 76.69, 32767, 2268068, 78.88, 32767, 2268068, 81.98, 32767, 2268068, 83.43, 32767, 2267940, 103.11, 32767, 2268068, 104.44, 32767, 2268068, 128.74
h_139, 16384, 2293868, 0.00, 16012, 2222774, 0.90, 16012, 2222774, 2.30, 16012, 2222774, 7.52, 16012, 2222774, 9.06, 16012, 2222774, 10.11, 16012, 2222774, 11.00, 16012, 2222774, 12.06, 16012, 2222774, 15.66, 16012, 2222774, 16.54, 16012, 2222774, 17.54, 16012, 2222774, 18.58, 16012, 2222774, 19.60
h_140, 131068, 2199584, 0.00, 128579, 2121072, 0.17, 90966, 989004, 5.67, 39201, 184347, 41.09, 39318, 185511, 72.95, 40961, 199768, 101.04, 74881, 627172, 129.52, 75531, 640125, 152.34, 40213, 193879, 162.53, 90951, 988475, 168.40, 90943, 988160, 174.50, 88685, 948735, 182.76, 88562, 946954, 191.60
h_141, 65536, 2321780, 0.00, 65533, 2321715, 0.11, 65528, 2256565, 2.85, 65492, 2249616, 46.62, 65496, 2254555, 60.37, 65502, 2255059, 68.80, 65501, 2254950, 75.04, 65508, 2255355, 82.31, 65502, 2255015, 90.59, 65528, 2256461, 95.44, 65528, 2251765, 106.29, 65528, 2256557, 112.09, 65528, 2256549, 117.80
h_142, 131069, 2294338, 0.00, 130569, 2289798, 0.17, 130333, 2195393, 4.76, 130081, 2177664, 87.43, 130113, 2188868, 115.59, 130154, 2190178, 129.59, 130148, 2190273, 138.68, 130180, 2191289, 148.72, 130146, 2190246, 160.34, 130332, 2195052, 170.70, 130302, 2184236, 190.71, 130327, 2195268, 198.05, 130328, 2195289, 206.35
h_143, 32768, 2412833, 0.00, 32768, 2412833, 0.08, 32768, 2404317, 1.82, 32767, 2403970, 191.48, 32767, 2404218, 195.82, 32768, 2404317, 197.68, 32767, 2404218, 200.07, 32768, 2404317, 202.25, 32768, 2404317, 206.28, 32768, 2404317, 208.10, 32768, 2404069, 258.14, 32768, 2404317, 260.30, 32768, 2404317, 318.40
h_144, 32768, 2416672, 0.00, 32768, 2416672, 0.08, 32768, 2408228, 1.89, 32765, 2407732, 154.31, 32767, 2408098, 157.62, 32767, 2408098, 160.63, 32767, 2408098, 163.86, 32767, 2408098, 167.57, 32766, 2408017, 176.39, 32768, 2408228, 179.11, 32768, 2407988, 202.07, 32768, 2408228, 204.23, 32768, 2408228, 234.93
h_145, 32768, 2416820, 0.00, 32768, 2416820, 0.08, 32768, 2408190, 1.96, 32768, 2407948, 31.30, 32768, 2408190, 33.68, 32768, 2408190, 35.27, 32768, 2408190, 37.71, 32768, 2408190, 39.42, 32768, 2408190, 43.04, 32768, 2408190, 45.03, 32768, 2407948, 59.96, 32768, 2408190, 61.46, 32768, 2408190, 66.34
h_146, 131071, 2322563, 0.00, 130160, 2288810, 0.18, 96678, 1190002, 4.80, 34905, 148820, 30.41, 34934, 149003, 56.30, 35940, 157489, 78.44, 85562, 892184, 99.91, 85900, 905169, 119.74, 35506, 154325, 128.19, 96659, 1189823, 132.88, 96652, 1189696, 138.73, 95694, 1168351, 144.90, 95680, 1168031, 151.67
h_147, 32768, 2422154, 0.00, 32592, 2418187, 0.10, 32588, 2417389, 1.78, 32588, 2417355, 16.90, 32588, 2417389, 20.20, 32588, 2417389, 22.16, 32588, 2417389, 25.02, 32588, 2417389, 27.47, 32588, 2417389, 33.10, 32588, 2417389, 35.71, 32588, 2417355, 41.90, 32588, 2417389, 44.10, 32588, 2417389, 46.45
h_148, 432535, 2038645, 0.00, 408231, 2000993, 1.16, 91817, 336100, 3.50, 91817, 336100, 23.97, 91817, 336100, 26.47, 91817, 336100, 28.24, 91817, 336100, 30.41, 91817, 336100, 32.48, 91817, 336100, 45.31, 91817, 336100, 47.54, 91817, 336100, 54.66, 91817, 336100, 56.46, 91817, 336100, 59.55
h_149, 131071, 2340382, 0.00, 130213, 2313856, 0.18, 98422, 1235631, 4.77, 35048, 150979, 32.77, 35124, 151462, 59.03, 35955, 158703, 84.82, 86210, 890273, 115.51, 86746, 906342, 134.53, 35556, 155558, 143.47, 98422, 1235618, 148.23, 98422, 1235606, 154.26, 97552, 1216757, 161.37, 97492, 1215826, 168.12
h_150, 65536, 2456589, 0.00, 65536, 2456589, 0.10, 65536, 2350296, 3.11, 65494, 2336553, 40.40, 65495, 2346664, 57.70, 65495, 2347750, 66.12, 65512, 2348622, 72.63, 65518, 2349109, 77.89, 65500, 2348187, 85.04, 65536, 2349254, 91.18, 65536, 2339757, 102.02, 65536, 2350251, 106.59, 65536, 2350263, 112.63
h_151, 65536, 2457973, 0.00, 65536, 2457973, 0.10, 65536, 2351158, 3.35, 65478, 2335265, 43.72, 65479, 2345997, 61.85, 65485, 2347671, 70.07, 65489, 2348007, 77.77, 65496, 2348587, 85.92, 65486, 2347897, 95.44, 65536, 2349916, 100.97, 65536, 2339852, 111.19, 65536, 2351089, 116.35, 65536, 2351081, 123.38
h_152, 65536, 2458355, 0.00, 65535, 2458351, 0.15, 65532, 2351854, 3.89, 65456, 2336233, 42.30, 65458, 2346369, 59.49, 65465, 2347889, 68.00, 65476, 2348370, 76.05, 65480, 2348698, 83.26, 65463, 2347871, 92.76, 65532, 2350794, 100.03, 65532, 2341364, 108.24, 65532, 2351794, 112.91, 65532, 2351772, 119.23
h_153, 32768, 2554765, 0.00, 32768, 2554765, 0.08, 32768, 2531231, 2.12, 32766, 2530340, 29.11, 32766, 2531048, 35.03, 32767, 2531152, 38.97, 32766, 2531048, 43.69, 32767, 2531127, 46.99, 32767, 2531127, 53.56, 32768, 2531231, 56.42, 32768, 2530522, 69.69, 32768, 2531231, 71.98, 32768, 2531231, 74.61
h_154, 32768, 2556720, 0.00, 32768, 2556720, 0.08, 32768, 2533362, 2.37, 32767, 2532371, 95.80, 32767, 2533227, 101.39, 32768, 2533362, 103.36, 32767, 2533228, 107.07, 32767, 2533228, 110.59, 32767, 2533228, 118.41, 32768, 2533362, 121.31, 32768, 2532507, 160.85, 32768, 2533361, 162.90, 32768, 2533362, 179.69
h_155, 131071, 2459701, 0.00, 130854, 2457829, 0.18, 130653, 2335334, 4.35, 130306, 2310151, 88.39, 130366, 2325882, 118.84, 130424, 2327959, 132.70, 130456, 2328806, 144.97, 130470, 2329685, 156.25, 130383, 2327523, 171.86, 130644, 2334622, 179.75, 130618, 2319975, 202.32, 130653, 2335293, 207.59, 130653, 2335260, 215.07
h_156, 32768, 2558829, 0.00, 32768, 2558829, 0.08, 32768, 2536077, 1.83, 32768, 2535323, 26.58, 32768, 2536076, 31.34, 32768, 2536077, 33.29, 32768, 2536077, 35.37, 32768, 2536077, 37.70, 32768, 2536077, 42.79, 32768, 2536076, 45.86, 32768, 2535324, 61.40, 32768, 2536077, 63.38, 32768, 2536077, 67.16
h_157, 281903, 2312497, 0.00, 84913, 797699, 12.96, 25953, 97379, 117.53, 24280, 79786, 226.98, 24498, 80816, 332.40, 24845, 82155, 438.16, 25705, 96045, 538.55, 25240, 92551, 675.22, 24280, 79787, 882.47, 25735, 96349, 978.93, 25264, 92922, 1095.86, 25953, 97377, 1185.51, 25851, 96930, 1392.50
